category,pub_date,url,keywords,collection_name,title,id,authors,is_processed
quantum_physics,2024-12-18,http://arxiv.org/abs/2412.01446v3,"{""Quantum Error Correction:**  A central theme of the paper."",""Fault-Tolerant Quantum Computation:** The ultimate goal motivating this research."",""Surface Codes:** The specific type of quantum error correction used."",""Magic State Injection:** The method used for implementing non-Clifford operations."",""Non-Clifford Gates/Operations:** Necessary for universal quantum computation."",""Clifford Gates/Operations:**  Contrasted with non-Clifford gates."",""Qubit-Efficient Rotated Heavy-Hexagonal Surface Code:** The specific code layout used, emphasizing efficiency and adaptation to IBM hardware."",""IBM Quantum Processors (ibm fez):** The hardware platform used for experiments."",""Error Thresholds:**  A key metric for fault tolerance, reported for both bit- and phase-flip errors."",""Logical Bit-Flip Errors:** A specific type of error."",""Logical Phase-Flip Errors:** A specific type of error."",""Magic State Distillation Threshold:** A benchmark for magic state fidelity."",""Logical Magic States (|HL⟩ and |TL⟩):** Specific magic states prepared."",""Fidelity:** A measure of the accuracy of the prepared magic states."",""Arbitrary Single Logical Qubit States:**  Demonstrates the generality of the approach."",""Universal Quantum Computing:** The overarching goal of this research area."",""Quantum Hardware:** The physical implementation of quantum computers."",""Connectivity Constraints:** Challenges posed by the physical layout of qubits."",""Scalability:** The ability to build larger, more powerful quantum computers."",""It\\""}",quantum_physics,Magic State Injection on IBM Quantum Processors Above the Distillation Threshold,148,"Younghun Kim, Martin Sevior, Muhammad Usman",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15158v1,"{""Gravitational Waves (GW)"",""Dark Binaries"",""Finite-Range Dark Forces"",""Stochastic Gravitational Wave Background (SGWB)"",""Dark Matter"",""Dark Force Mediator"",""Binary Evolution"",""Orbital Evolution"",""GW Spectrum"",""Binary Merger"",""Binary Separation"",""GW Observatories (Space-based and Ground-based)"",""Pulsar Timing Arrays (PTAs)"",""Beyond the Standard Model (BSM)"",""Compact Objects"",""Supermassive Black Holes"",""Macroscopic Dark Matter""}",quantum_physics,Gravitational Waves From Dark Binaries With Finite-Range Dark Forces,149,"Yang Bai, Sida Lu, Nicholas Orlofsky",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15148v1,"{""Gravitational lensing"",""Gravitational waves (GWs)"",""Type II lensed images"",""Phase consistency test"",""Waveform parameter"",""(2,2) mode"",""(3,3) mode"",""Phase offset (-π/12)"",""Compact binary mergers"",""Binary black hole (BBH) merger"",LIGO,Virgo,KAGRA,""Signal detection"",""SNR (Signal-to-Noise Ratio)"",GW190412,GW190814,""Bayes Factor"",""General Relativity (GR)"",""Spherical harmonics"",""Mass ratio"",""Precessing signals"",""Lens equation"",""Type I images"",""Type III images"",""Geometric optics"",Magnification}",quantum_physics,Phase consistency test to identify type II strongly lensed gravitational wave signals using a single event,150,"Kelsie Taylor, Derek Davis, Rico K. L. Lo",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15147v1,"{""Variational Algorithms"",""Quantum Approximate Optimization Algorithm (QAOA)"",""Local Hamiltonian Problems"",""Random Regular Graphs"",""Quantum MaxCut (QMC)"",""EPR Hamiltonian"",""Antiferromagnetic Heisenberg Spin Chain"",""Combinatorial Optimization"",""Approximation Algorithms"",""Quantum PCPs"",""2-local Hamiltonian"",""Graph Optimization"",""Classical Algorithms"",Ansatz,""Infinite-Size Limit"",""Worst-Case Algorithm"",""Ground State Energy"",""Quantum Algorithms""}",quantum_physics,Performance of Variational Algorithms for Local Hamiltonian Problems on Random Regular Graphs,151,"Kunal Marwaha, Adrian She, James Sud",True
quantum_physics,2024-12-19,http://dx.doi.org/10.1093/mnrasl/slae112,"{""\""* **Cosmology:** This is the overarching theme of the paper."",""Cosmological models:**  The paper compares different models."",""Supernovae (SNe Ia):** These are the primary observational data used."",""Pantheon+:**  The specific supernova dataset used."",""ΛCDM:** The standard cosmological model being challenged."",""Timescape cosmology:** The alternative model being proposed."",""Dark energy:** A key component of ΛCDM, contrasted with timescape""}",quantum_physics,Supernovae evidence for foundational change to cosmological models,152,"Antonia Seifert, Zachary G. Lane, Marco Galoppo, Ryan Ridden-Harper, David L. Wiltshire",True
quantum_physics,2006-01-03,http://dx.doi.org/10.1103/PhysRevD.73.044021,"{Cosmology**,""Cosmological Perturbation Theory**"",""General Relativity**"",""Newtonian Gravity**"",""Relativistic-Newtonian Correspondence**"",""Zero-Pressure Fluid**"",""Friedmann World Model**"",""Gauge Conditions**"",""Comoving Gauge**"",""Synchronous Gauge**"",""Gauge Invariance**"",""Gauge Modes**"",""Second-Order Perturbations**"",""Gravitational Waves**"",""Hydrodynamic Equations**"",""Lagrangian Frame**"",""Eulerian Frame**"",""Density Perturbation**"",""Nonlinear Perturbations**""}",quantum_physics,Second-order perturbations of a zero-pressure cosmological medium: comoving vs. synchronous gauge,153,"J. Hwang, H. Noh",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15134v1,"{""Quantum Error Correction"",""Cat Codes"",""Bosonic Codes"",""Fault Tolerance"",""Quantum Computing"",""Quantum Information Processing"",Teleportation,""Syndrome Extraction"",""Ancillary States"",""Rotationally Symmetric Codes"",""Qubit Codes"",""Qudit Codes"",""Harmonic Oscillator"",""Phase Space"",""Continuous-Variable Hilbert Space"",""Non-linear Interactions"",""State Preparation"",""Inter-mode Interactions"",""Quantum Enhanced Devices"",""Quantum Advantage"",""Trapped Ions"",""Superconducting Circuits"",""Photonic Subsystems"",""Modular/Distributed Quantum Computing""}",quantum_physics,Faulty States can be used in Cat Code Error Correction,154,"Michael Hanks, Soovin Lee, Nicolo Lo Piparo, Shin Nishio, William J. Munro, Kae Nemoto, M. S. Kim",True
quantum_physics,2016-08-16,http://dx.doi.org/10.1093/mnras/stw2073,"{""Cosmology** (This is the overarching theme)"",""Interacting Dark Energy (IDE)** (The primary subject of investigation)"",""Dark Energy**"",""Dark Matter**"",""Hubble Constant (H0)** (A key measurement and source of tension)"",""Hubble Parameter (H(z))**"",""ΛCDM Model** (The standard cosmological model being tested)"",""Cosmic Microwave Background (CMB)** (A key observational dataset)"",""Baryon Acoustic Oscillations (BAO)** (Another key observational dataset)"",""Large Scale Structure (LSS)** (Observational data)"",""Supernovae Type Ia (SNe Ia)** (Observational data)"",""Cosmological Observations**"",""Cosmological Parameters**"",""Cosmic Acceleration**"",""H0 Tension** (The discrepancy between local and CMB-derived H0 values)"",""Late-Time Universe** (The era where the tension is relevant)"",""Distance Priors** (Type of observational data)"",""I have avoided including terms like \""Universe,\"" \""evolution,\"" \""physics,\"" and \""model\"" as they are too general for this specific context.  The keywords provided are more specific to the research presented in the abstract.""}",quantum_physics,Constraining interacting dark energy models with latest cosmological observations,156,"Dong-Mei Xia, Sai Wang",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15117v1,"{""Kerr black hole"",""Tidal perturbation"",""Tidal Love numbers (TLNs)"",""Schwarzschild black hole"",""Rotating black hole"",""Non-extremal black hole"",""Extremal black hole"",""Static tidal response"",""Dynamic tidal response"",""Gravitational waves"",""Black hole shadow"",""Scalar perturbation"",""Electromagnetic perturbation"",""Gravitational perturbation"",""Tidal dissipation"",""Axi-symmetric perturbation"",""General relativity"",""Black hole merger""}",quantum_physics,Response of a Kerr black hole to a generic tidal perturbation,157,"Rajendra Prasad Bhatt, Sumanta Chakraborty, Sukanta Bose",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15110v1,"{""nanofluidics:** The study of fluids confined within structures of nanometer-scale dimensions."",""superfluidity:** The property of flowing without viscosity at very low temperatures, exhibited by liquid helium."",""turbulence:** Chaotic and unpredictable fluid motion."",""quantum turbulence:** Turbulence in a superfluid, characterized by quantized vortices."",""two-dimensional turbulence:** Turbulence confined to a 2D plane, exhibiting unique properties like the inverse energy cascade."",""superfluid acoustics:** The study of sound propagation in superfluids."",""fourth sound:** A coupled pressure and entropy density wave in superfluid helium confined in narrow channels."",""quantized vortices:** Discrete vortex lines in a superfluid, carrying quantized circulation."",""Onsager vortex gas:** A model for 2D quantum turbulence where quantized vortices behave like point vortices."",""multimode acoustic resonator:** A resonator supporting multiple acoustic modes simultaneously."",""pump-probe technique:** An experimental method where a system is excited (pumped) and then its response is measured (probed)."",""dissipative coupling:** Energy transfer between different modes due to dissipative processes."",""nano-superfluidic acoustic resonator:** A nanoscale device designed to resonate at specific frequencies in superfluid helium."",""viscous clamping:** The suppression of normal fluid motion due to viscosity in confined geometries."",""high aspect ratio flows:** Flows where one dimension is much larger than the others."",""inverse cascade:** A phenomenon in 2D turbulence where energy flows from small to large scales."",""Additionally, while not keywords in the traditional sense, the following concepts are central to the text and could be considered for indexing or further analysis:"",""Gravitational wave detectors**"",""Dark matter detectors**"",""Optomechanical systems**""}",quantum_physics,Turbulent dissipative coupling in nanoscale multimode superfluid acoustics,158,"Filip Novotný, Marek Talíř, Emil Varga",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15100v1,"{""Model Misspecification"",""Simulation-Based Inference (SBI)"",""Anomaly Detection"",""Model Validation"",""Model Comparison"",""Bayesian Parameter Estimation"",""Distortion-Driven Model Misspecification Tests"",Goodness-of-Fit,""Hypothesis Testing"",""Implicit-Likelihood Inference"",""Data-Generating Function"",Simulator,""Gravitational Wave Data"",GW150914,""Residual Analysis"",""Self-Calibrating Training Algorithm""}",quantum_physics,Tests for model misspecification in simulation-based inference: from local distortions to global model checks,159,"Noemi Anau Montel, James Alvey, Christoph Weniger",True
quantum_physics,2024-05-17,http://dx.doi.org/10.1103/PhysRevD.109.104011,"{""Linear stability"",""Boson stars"",""Nonrelativistic limit"",""Einstein-Klein-Gordon theory"",""Gross-Pitaevskii-Poisson system"",""Self-interaction (repulsive, attractive)"",""Ground state"",""Excited states"",""Stability band"",""Scalar field"",Perturbations,""Numerical methods"",""Analytic methods"",""Maximum mass"",""Quartic self-interaction potential"",""Numerical simulations"",""3D numerical evolutions""}",quantum_physics,On the linear stability of nonrelativistic selfinteracting boson stars,160,"Emmanuel Chávez Nambo, Alberto Diez-Tejedor, Armando A. Roque, Olivier Sarbach",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15088v1,"{""Ultracold Polar Molecules:** This is the central subject of the research."",""Rotational States:** The specific degrees of freedom being studied and manipulated."",""Coherent Spin-1 Dynamics:** The core phenomenon being demonstrated and investigated."",""Magic-Wavelength Optical Tweezer Traps:** The experimental technique used to mitigate decoherence."",""Multi-Transition Coherence:**  The achieved coherence between multiple rotational states, a key result."",""Second-Scale Coherence:**  Indicates the timescale of the achieved coherence, highlighting its significance."",""Multiparameter Estimation:** A specific application of the achieved coherence, using a generalized Ramsey sequence."",""Quantum Simulation:** A potential application of the research findings."",""Quantum Computation:** Another potential application, leveraging the controllable rotational states."",""Quantum Metrology:**  A further potential application, exploiting the precise control and measurement capabilities."",""Dipolar Interactions:**  The interactions between molecules, tunable and relevant for quantum simulation."",""Radiative Lifetimes:**  A property of the rotational states, important for maintaining coherence."",""Microwave Coupling:**  The method used to control and manipulate the rotational states."",""Qudits:**  Higher-dimensional quantum units of information, enabled by the multiple rotational states."",""Synthetic Dimensions:**  A concept using internal states to mimic spatial dimensions."",""Quantum Magnetism:**  Models of magnetic systems implemented using the rotational states."",""Decoherence:**  The loss of coherence, a major challenge addressed in the research."",""Differential Polarisability:**  The primary cause of decoherence in this system."",""Magic Polarization:** An earlier approach to mitigate decoherence."",""Generalized Ramsey Sequence:** The experimental technique used for multiparameter estimation.""}",quantum_physics,Coherent spin-1 dynamics encoded in the rotational states of ultracold molecules,161,"Tom R. Hepworth, Daniel K. Ruttley, Fritz von Gierke, Philip D. Gregory, Alexander Guttridge, Simon L. Cornish",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15082v1,"{""Quantum Coherence"",Decoherence,""Dephasing Noise"",""Reservoir Engineering"",""Tripartite Systems"",""Relative Entropy of Coherence"",""Pure States"",""Mixed States"",""Structured Dephasing Environments"",""Finite Temperatures"",""Bath Configuration"",""Independent Environment"",""Shared Bath"",""Markov Environment"",""Memoryless Environment"",""Reservoir Memory"",""Non-Markovian Dynamics"",""Open Quantum System"",""Quantum Master Equation"",""Born Approximation"",""Markov Approximation"",""Multipartite Quantum States"",""Quantum Information Processing""}",quantum_physics,Reservoir engineering to protect quantum coherence in tripartite systems under dephasing noise,162,"Sovik Roy, Aahaman Kalaiselvan, Chandrashekar Radhakrishnan, Md Manirul Ali",True
quantum_physics,2024-12-30,http://arxiv.org/abs/2412.21136v1,"{""Gravitational EFT:**  A core concept, referring to the effective field theory description of gravity."",""Dissipative Open Systems:**  The main subject of the paper, focusing on systems that lose energy to their surroundings."",""Dynamical Gravity:**  Gravity as a dynamic force interacting with the system, as opposed to a fixed background."",""Schwinger-Keldysh Formalism:** The underlying mathematical framework used to describe non-equilibrium systems."",""HydroEFT (EFT of dissipative hydrodynamics):**  A specific type of EFT used to model the environment and its dissipative effects."",""Microscopic Unitarity:** A fundamental principle ensuring the consistency of the theory."",""Energy-Momentum Tensor:**  A crucial quantity describing energy and momentum flow, relevant for gravity\\""}",quantum_physics,Gravitational EFT for dissipative open systems,179,"Pak Hang Chris Lau, Kanji Nishii, Toshifumi Noumi",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15081v1,"{""Eigenstate Preparation:** This is the central theme of the dissertation."",""Quantum Algorithms:** The dissertation explores different quantum algorithms for the main task."",""Eigenvalue Problems:**  The core problem being addressed, specifically mentioning the Schrödinger equation."",""Quantum Computing:** The platform and technology used for the algorithms."",""Near-term Quantum Computing Devices:**  Focus on algorithms applicable to current, imperfect quantum computers."",""Quantum Simulation:** A key application area for the developed algorithms."",""Quantum Adiabatic Evolution:** A specific algorithm investigated."",""Optimal Control:** A technique used to improve adiabatic evolution."",""Superconducting Qubits:** The hardware platform used for experimental implementation."",""Rodeo Algorithm:** Another algorithm explored for eigenstate preparation."",""Variational Rodeo Algorithm:** A novel algorithm introduced by the author."",""Quantum Circuit Parameters:** Parameters optimized in the variational algorithm."",""Nuclear Physics:** The target application domain for the developed methods."",""Nuclear Structure:** A specific problem within nuclear physics targeted by the research."",""Nuclear Reactions:** Another specific problem within nuclear physics."",""Additionally, while not strictly keywords, the following terms are important for context:"",""Schrödinger Equation:** The specific eigenvalue problem mentioned."",""IBM Cloud Quantum Computing Device:** The specific hardware used for experiments."",""We can also include the names of the algorithms as distinct keywords:"",""Adiabatic Evolution**"",""Rodeo Algorithm**"",""Variational Rodeo Algorithm**""}",quantum_physics,Eigenstate Preparation on Quantum Computers,163,Joey Bonitati,True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15070v1,"{""Quantum Extremal Island Rule"",""Page Curve"",""Hawking Radiation"",""Semi-Classical Gravity"",""Black Hole Evaporation"",""Entanglement Membrane"",""Entanglement Dynamics"",Thermalisation,""Chaotic Quantum Many-Body Systems"",""Double Holography"",""AdS/CFT Correspondence"",""Hubeny-Rangamani-Ryu-Takayanagi (HRT/RT)"",""Holographic Entanglement Entropy"",""Quantum Extremal Surface (QES)"",""Generalised Entropy"",""Entanglement Wedge (EW)"",""Information Paradox"",Unitarity,""Entanglement Island"",Karch-Randall-Sundrum}",quantum_physics,"Islands, Double Holography, and the Entanglement Membrane",164,"Hanzhi Jiang, Mike Blake, Anthony P. Thompson",True
quantum_physics,2024-12-19,http://arxiv.org/abs/2412.15068v1,"{""Cavity Quantum Electrodynamics (cavity QED)"",""Squeezed Vacuum"",""Finite-Bandwidth Squeezed Reservoir"",""Light-Matter Interaction"",""Enhanced Cooperativity"",""Anti-crossing Spectrum"",""Squeezed Light"",""Quantum Reservoir"",""Born-Markov Approximation"",""InAs Quantum Dot"",""Solid-State Platforms"",""Intracavity Squeezing"",""Photon Loss"",""Quantum Sensing"",""Quantum Networking"",""Quantum Simulations"",Spin-Squeezing,""Qubit Readouts"",""Ultrastrong Coupling"",""Cascaded Quantum Optical Systems"",""Spectral Bandwidth""}",quantum_physics,Cavity Quantum Electrodynamics in Finite-Bandwidth Squeezed Reservoir,165,"Trung Kiên Lê, Daniil M. Lukin, Charles Roques-Carmes, Aviv Karnieli, Eran Lustig, Melissa A. Guidry, Shanhui Fan, Jelena Vučković",True
quantum_physics,2023-05-30,http://dx.doi.org/10.1007/978-981-19-3079-9_37-1,"{""Quantum Gravity"",""UV Completion"",""Nonlocal Gravity"",""R^2 Gravity (or R-squared Gravity)"",Inflation,""Early Universe Cosmology"",""Ghost-free theory"",Super-renormalizability,""de Sitter spacetime"",""Minkowski spacetime"",""Effective Field Theory (EFT)"",""Scalar spectral tilt"",""Tensor spectral tilt"",""Tensor-to-scalar ratio"",""Primordial non-Gaussianities"",""Stelle\\""}",quantum_physics,Cosmology in nonlocal gravity,166,"Alexey S. Koshelev, K. Sravan Kumar, Alexei A. Starobinsky",True
quantum_physics,2018-08-07,http://dx.doi.org/10.1007/JHEP02(2017)067,"{""\""* Holographic Entanglement Entropy"",""Warped CFT (WCFT)"",""Warped AdS3 (WAdS3)"",""AdS/CFT Correspondence"",""Boundary Conditions (Dirichlet, Dirichlet-Neumann)"",""Ryu-Takayanagi proposal"",""Virasoro-Kac-Moody Algebra"",""Rindler Method"",""Rényi Entropy"",""Asymptotic Symmetry Group"",""Black Holes"",Cardy}",quantum_physics,Modifications to Holographic Entanglement Entropy in Warped CFT,167,"Wei Song, Qiang Wen, Jianfei Xu",True
quantum_physics,2006-10-16,http://dx.doi.org/10.1103/PhysRevA.78.022334,"{""Entanglement Teleportation"",""Local Noise"",""Amplitude Damping Channel"",""Mixed States"",Fidelity,""Quantum Discord"",""Two-Qubit Systems"",""Four-Qubit Systems"",""Dissipative Interaction"",Decoherence,""Density Operator"",Separability,Negativity,""Quantum Correlation"",""Classical Correlation"",""Mutual Information"",""Von Neumann Entropy"",""Quantum Operation/Channel"",""Kraus Operators"",""Partial Transposition"",""Bell Basis States"",""Pauli Matrices""}",quantum_physics,Local noise can enhance entanglement teleportation,168,Ye Yeo,True
quantum_physics,2024-12-30,http://arxiv.org/abs/2412.21177v1,"{""Quantum algorithms"",""QCD (Quantum Chromodynamics)"",""Perturbative QCD"",""High-energy collisions"",""Particle colliders"",""LHC (Large Hadron Collider)"",""Quantum computing"",""Quantum circuits"",""Feynman diagrams"",""Standard Model of Particle Physics"",""Lattice QCD"",""Perturbation theory"",""Computational complexity"",""Theoretical predictions"",""Experimental measurements"",""Strong force"",Hadrons,Protons,""Quantum fields"",""Coupling parameter (αs)"",""Observables (e.g., particle production rates)"",""Collider physics""}",quantum_physics,Quantum algorithms for the simulation of QCD processes in the perturbative regime,169,"Herschel A. Chawdhry, Mathieu Pellen",True
